platform,komentar,timestamp,sentimen,cleaned_comment
YouTube,Mohob maaf min bukan nya untuk menjelakan..  Tapi cuma kasih saran jangn beli hp itu klo gak mau kena tipu,2022-08-29T10:11:12Z,Netral,mohob maaf min bukan nya jela cuma kasih saran jangn beli hp klo gak mau kena tipu
YouTube,Min maaf numpang komen Ini hp model nya kaya hp cina bang..  Saya nyesel bnget beli hp itu di tiktok pais saya chat orang nya lagi untuk komplen dan saya di blokir..  Buat yg lain klo bisa jangan beli hp kaya gitu ya,2022-08-29T10:10:24Z,Netral,min maaf numpang komen hp model nya kaya hp cina bang nyesel bnget beli hp tiktok pais chat orang nya untuk komplen saya di blokir buat yg klo jangan beli hp kaya gitu
YouTube,Dimana itu di jual bang,2022-08-29T10:09:22Z,Netral,itu jual bang
YouTube,Baiklahhhh adik kita telah menamatkan hp Abal abal,2022-08-29T10:04:50Z,Netral,baiklahhhh adik telah tamat hp abal abal
YouTube,Wow,2022-08-29T09:58:49Z,Netral,wow
YouTube,Tapi lumayan bagus lho,2022-08-29T09:55:09Z,Positif,lumayan bagus lho
YouTube,MANA NIH YG TOKO JUALIN NYA DAN MANA YG NGEJUALIN NYA. PASTI KETAWA NGEKEK... EMANG ENAK GUA BOONGIN,2022-08-29T09:20:02Z,Netral,mana nih yg toko jualin nya mana yg ngejualin nya ketawa ngekek emang enak gua boongin
YouTube,jenis2 iklan hp yg sering muncul di Instagram. murah tapi barang palsu/imitasi.,2022-08-29T09:01:03Z,Positif,jenis iklan hp yg sering muncul instagram murah barang palsuimitasi
YouTube,100 yutuber aja yg beli buat review. Udah lumayan kata yg jual 😂😂😂,2022-08-29T08:25:48Z,Netral,yutuber aja yg beli buat review udah lumayan kata yg jual
YouTube,Coba bongkar bang,2022-08-29T08:24:19Z,Netral,coba bongkar bang
YouTube,"Wow buat review buang duit 1jt😱😱😱😱😱😱😱
Sekali2 bikin gift away bang. Kasih aja yang kw🙏🙏🙏🙏🙏",2022-08-29T08:19:43Z,Netral,wow buat review buang duit jt sekali bikin gift away bang kasih aja kw
YouTube,11:09 suara david berubah anjir,2022-08-29T08:18:22Z,Netral,suara david ubah anjir
YouTube,Gue setiap.mau beli hp pasti liat chanel lo dulu bang,2022-08-29T08:11:17Z,Netral,gue setiapmau beli hp liat chanel lo dulu bang
YouTube,Terima kasih untuk review hp 1 jtn ini...sangat membantu,2022-08-29T07:58:14Z,Netral,terima kasih review hp jtn inisangat bantu
YouTube,Ancurrrrr 😂😂😂,2022-08-29T07:47:44Z,Netral,ancurrrrr
YouTube,p,2022-08-29T07:25:49Z,Netral,p
YouTube,10jt kagak sesuai bgt untuk beli hp gituan ka.,2022-08-29T07:22:55Z,Netral,jt kagak sesuai bgt beli hp gituan ka
YouTube,"Udah nyoba tecno pova 3 belum bang...?

#gadgetin",2022-08-29T07:13:30Z,Netral,udah nyoba tecno pova bang
YouTube,Wkwk speakernyaa😂😂,2022-08-29T07:07:36Z,Netral,wkwk speakernyaa
YouTube,"Ga ketipu si kayanya yng beli, kurang jeli aja. Kan kalo yng aslinya ditulis nama merk juga. Banyak tiruan lain nya kaya pcoc, galaxy s21, note 10. Dan itu ga ditulis nama merk nya 😂",2022-08-29T07:01:39Z,Positif,ga tipu si kaya yng beli kurang jeli aja kan kalo yng asli tulis nama merk banyak tiru nya kaya pcoc galaxy s note itu ga tulis nama merk nya
YouTube,5:51 charger dibuang😂,2022-08-29T06:50:41Z,Netral,charger buang
YouTube,"gak bosen bosen liat konten bg david,cara review yg jujur dan apa adanya",2022-08-29T06:34:19Z,Netral,gak bosen bosen liat konten bg davidcara review yg jujur apa ada
YouTube,Ko gua jadi ngeri ya wkwkkw,2022-08-29T06:28:25Z,Netral,ko gua jadi ngeri wkwkkw
YouTube,"base android 5.0 di edit build.prop + systemui ga tuh  wkwkw
perasaan masih lebih smooth rom customan galaxy ace 3 gua dlu :v",2022-08-29T06:23:42Z,Netral,base android edit buildprop systemui ga tuh wkwkw asa lebih smooth rom customan galaxy ace gua dlu v
YouTube,begitulah,2022-08-29T06:07:38Z,Netral,begitu
YouTube,"Apa yg klean punya dah syukuri aj,, jelek bagusnya ttp ori",2022-08-29T05:54:11Z,Positif,apa yg klean punya dah syukur aj jelek bagus ttp ori
YouTube,"Seperti pepatah jawa ""REGO GOWO RUPO""
Malah mending beli second udh dapet lumayan",2022-08-29T05:44:21Z,Netral,pepatah jawa rego gowo rupo malah mending beli second udh dapet lumayan
YouTube,Wow amazing mr😍,2022-08-29T05:22:39Z,Netral,wow amazing mr
YouTube,Gokil....,2022-08-29T05:16:13Z,Netral,gokil
YouTube,Gue hampir ketipu,2022-08-29T04:59:44Z,Netral,gue hampir tipu
YouTube,2017-2022 Alhamdulillah hp saya Xiaomi A1 dan Masi awet... Karena saya gk bisa beli lagi Sampek sekarang... Kalah sama kebutuhan 😅,2022-08-29T04:50:31Z,Netral,alhamdulillah hp xiaomi a mas awet saya gk beli sampek sekarang kalah sama butuh
YouTube,Makasih bang sipp bgt q sub nih😍😍,2022-08-29T04:36:18Z,Netral,makasih bang sipp bgt q sub nih
YouTube,hebat minum kopi tanpa bilang ah,2022-08-29T04:09:14Z,Netral,hebat minum kopi bilang ah
YouTube,Coba paku CPU-z biar kebuka semua aslinya🤣,2022-08-29T03:58:57Z,Positif,coba paku cpuz biar buka semua asli
YouTube,Murah tp rekomen apa bang,2022-08-29T03:58:22Z,Positif,murah tp rekomen apa bang
YouTube,"Yang suka menderita, disarankan beli hp ini",2022-08-29T03:57:29Z,Netral,suka derita saran beli hp
YouTube,Kaya hp Evercross gue jaman dulu🗿,2022-08-29T03:52:19Z,Netral,kaya hp evercross gue jaman dulu
YouTube,Wow windah bersaudara ❤️,2022-08-29T03:36:15Z,Netral,wow windah saudara
YouTube,Ada pemadam ga ya? 🤣,2022-08-29T03:28:54Z,Netral,madam ga
YouTube,Bang saya minta hp yang bekas..,2022-08-29T03:18:47Z,Netral,bang minta hp bekas
YouTube,Mantap.boskuh.pemula nonton ni,2022-08-29T03:12:03Z,Netral,mantapboskuhpemula nonton ni
YouTube,Klau video ini menjelekkan hp lol,2022-08-29T02:51:59Z,Negatif,klau video jelek hp lol
YouTube,Coba buat video hp murah tapi bagus jadikan bisa di beli,2022-08-29T02:43:40Z,Positif,coba buat video hp murah bagus jadi di beli
YouTube,Sya yakin itu hp tercanggih klo di jual di th 2000an,2022-08-29T02:34:55Z,Netral,sya yakin hp canggih klo jual th an
YouTube,David pembawaan omongannya ada . Cerdas ngomong nya.  Kita kalo mau beli hp baru ikutin David terus ..,2022-08-29T02:27:56Z,Netral,david bawa omong cerdas ngomong nya kalo mau beli hp baru ikutin david terus
YouTube,"Bt saya sih 
Tujuan seller jual HP ini bkan jualannya 
Tp pendapatan live tiktok na bang. 
Dia mau laku apa ga itu pun g penting 
Monetisasi live na yg utama
Makanya Live na luamaaaaa",2022-08-29T02:17:06Z,Netral,bt sih tuju seller jual hp bkan jual tp dapat live tiktok na bang dia mau laku apa ga pun g penting monetisasi live na yg utama makanya live na luamaaaaa
YouTube,Salfok pas nyruput,2022-08-29T02:13:13Z,Netral,salfok pas nyruput
YouTube,nyusahin hidup..duhhh,2022-08-29T01:53:15Z,Netral,nyusahin hidupduhhh
YouTube,Tombol power = saklar lampu,2022-08-29T01:44:28Z,Netral,tombol power saklar lampu
YouTube,Nyusahin kan bang.....,2022-08-29T01:43:56Z,Netral,nyusahin kan bang
YouTube,Hp cina dg fitur yg tinggi cuman murah itu perllu di curigai kualitasnya pasti jlek,2022-08-29T01:24:09Z,Positif,hp cina dg fitur yg tinggi cuman murah perllu curiga kualitas jlek
YouTube,Pernah ketipu,2022-08-29T01:16:34Z,Netral,pernah tipu
YouTube,HP full spec 1 jt. Seri tombol bisa jungkit jungkit.,2022-08-29T00:33:32Z,Netral,hp full spec jt seri tombol jungkit jungkit
YouTube,Untung di negeri nya murah. Kalau dnegeri ku mau mau hampir 5 juta😔😔😔😔😔,2022-08-29T00:31:51Z,Positif,untung negeri nya murah kalau dnegeri ku mau mau hampir juta
YouTube,Mau bg sini kirim donk hp itu,2022-08-29T00:28:09Z,Netral,mau bg sini kirim donk hp
YouTube,ada yg kebakar gara2 charger abal2,2022-08-29T00:09:32Z,Netral,yg bakar gara charger abal
YouTube,"ini masuk penipuan dong, masa pemerintah ga ada yang nindak. kan kasian kalangan menengah kebawah yang ketipu",2022-08-29T00:06:36Z,Netral,masuk tipu dong masa perintah ga nindak kan kasi kalang tengah bawah yang tipu
YouTube,"Banyak bgt di tiktok, jual live tapi pake video rekaman",2022-08-28T23:48:53Z,Netral,banyak bgt tiktok jual live pake video rekam
YouTube,"Orang juga tahu bang , kualitas pasti sesuai harga",2022-08-28T23:41:28Z,Netral,orang tahu bang kualitas sesuai harga
YouTube,"Buat gw hp nya, bang david... Buat anak sekolah.. 😁🙏",2022-08-28T23:17:46Z,Netral,buat gw hp nya bang david buat anak sekolah
YouTube,Bongkar ala pesulap merah...Hehehe,2022-08-28T22:25:51Z,Netral,bongkar ala sulap merahhehehe
YouTube,"Sy heran di Tokopedia kok bisa ada brg yg kacau gitu dijual. Mmg bkn toped yg jual, tp via toped org menipu. Jd toped membantu penipuan.",2022-08-28T22:11:43Z,Netral,sy heran tokopedia kok ada brg yg kacau gitu jual mmg bkn toped yg jual tp via toped org tipu jd toped bantu tipu
YouTube,"diawal bilang mau unboxing dengan santai, begitu ngeliat chargernya aja muka bang gadget in langsung kontradiktif 😂",2022-08-28T21:34:38Z,Netral,awal bilang mau unboxing santai ngeliat chargernya aja muka bang gadget in langsung kontradiktif
YouTube,Konten terkocak bang dapit 🤣🤣🤣😭,2022-08-28T21:09:22Z,Netral,konten kocak bang dapit
YouTube,"9h aja viewer ny udh 5,3jt🤧",2022-08-28T20:20:47Z,Netral,h aja viewer ny udh jt
YouTube,Hp lemot bikin syusyah,2022-08-28T20:01:56Z,Netral,hp lot bikin syusyah
YouTube,mending beli hp second 1 juta an dari pada beli hp baru kek gitu bg xiixix,2022-08-28T19:29:03Z,Netral,mending beli hp second juta an pada beli hp baru kek gitu bg xiixix
YouTube,nyusahin akwkwk,2022-08-28T19:16:50Z,Netral,nyusahin akwkwk
YouTube,Kirim kesaya bos... HP saya jadul agak rusak,2022-08-28T18:59:07Z,Netral,kirim saya bos hp jadul rusak
YouTube,lu kalo unboxs. barang murah. Ekpreainya jangan sll kyk merendahkan.,2022-08-28T18:55:20Z,Positif,lu kalo unboxs barang murah ekpreainya jangan sll kyk rendah
YouTube,itu nama ya menutup rejeki org jink,2022-08-28T18:30:47Z,Netral,nama tutup rejeki org jink
YouTube,Luar biasa,2022-08-28T18:30:16Z,Netral,luar biasa
YouTube,nama y buatan manusia pasti ada yg bgus dan ada yg gagal,2022-08-28T18:25:15Z,Netral,nama y buat manusia ada yg bgus ada yg gagal
YouTube,The best,2022-08-28T18:03:51Z,Netral,the best
YouTube,Hp sejuta dpt deka core otomatis bikin intel&Amd menangis,2022-08-28T17:47:49Z,Netral,hp juta dpt deka core otomatis bikin intelamd menang
YouTube,Buat aku aja kak hpnya.. biar ngga rebutan hp terus dgn Ade di rmh,2022-08-28T17:45:24Z,Netral,buat aku aja kak hpnya biar ngga rebut hp terus dgn ade rmh
YouTube,"1 kalimat sederhana utk menjelaskan nih hp
SANGAT TIDAK PANTAS UNTUK DIBELI
Mantap review nya...😁😁",2022-08-28T17:36:02Z,Positif,kalimat sederhana utk jelas nih hp sangat pantas beli mantap review nya
YouTube,Okeh,2022-08-28T17:30:44Z,Netral,okeh
YouTube,Bang..refiew infinix hot 9 dong,2022-08-28T17:23:06Z,Netral,bangrefiew infinix hot dong
YouTube,Macam tak betul ni,2022-08-28T17:16:33Z,Netral,macam tak betul ni
YouTube,Keren bng,2022-08-28T17:05:27Z,Positif,keren bng
YouTube,Lumayan tuh buat anak saya yng hp nya hbjs rusak,2022-08-28T16:58:59Z,Netral,lumayan tuh buat anak yng hp nya hbjs rusak
YouTube,Joss,2022-08-28T16:58:25Z,Netral,joss
YouTube,Bg David belum  ada review realme C35 ya....?,2022-08-28T16:52:45Z,Netral,bg david review realme c
YouTube,Bom rakit berkedok Smartphone,2022-08-28T16:50:26Z,Netral,bom rakit kedok smartphone
YouTube,Rekomend sebelum nyimak jangan lupa☕😁👍,2022-08-28T16:48:24Z,Netral,rekomend nyimak jangan lupa
YouTube,ram 12gb rom 512gb real gak bang 🙏,2022-08-28T16:46:19Z,Netral,ram gb rom gb real gak bang
YouTube,"Satu hal yg perlu dikasi tau buat mengedukasi customer indonesia... ada harga ad kualitas. Kalo harganya dibawah normal atw rata2, jgn ngarep kualitas bs sebagus yg memang ad nama dan brand. Kadang2 customer indo tu ngomel kalo beli hp murah, trus mencak2 di sosmed... padahal salahnya sendiri ga ngotak pengen harga murahnya. Be smartlah jd orang. Jgn pengen murah tapi bagus. Jaman now. Ga ad yg gituan. Kalo sampe ad indikasi penipuannya geday bingits",2022-08-28T16:45:27Z,Positif,satu yg perlu kasi tau buat edukasi customer indonesia harga ad kualitas kalo harga bawah normal atw rata jgn ngarep kualitas bs bagus yg memang ad nama brand kadang customer indo tu ngomel kalo beli hp murah trus mencak sosmed padahal salah sendiri ga ngotak ken harga murah be smartlah jd orang jgn ken murah bagus jaman now ga ad yg gituan kalo sampe ad indikasi tipu geday bingits
YouTube,Door,2022-08-28T16:30:58Z,Netral,door
YouTube,"""nyusahin hidup"".
Jiwa avengers gw terpanggil.",2022-08-28T16:30:34Z,Netral,nyusahin hidup jiwa avengers gw panggil
YouTube,Hi,2022-08-28T16:30:11Z,Netral,hi
YouTube,Redviper,2022-08-28T16:30:03Z,Netral,redviper
YouTube,SMARTPHONE TERBURUK YG PERNAH ADA DI MUKA BUMI INI,2022-08-28T16:24:23Z,Negatif,smartphone buruk yg pernah di muka bumi
YouTube,"Qt hanya bisa menyindir dan mengkritik TPI KLO bikin dan produksi yg semacam hp ini Qt pasti mundur udah mah ijin produksinya jg blm tentu keluar,ayo tiru bikin kw kreatif yg lebih bagus spy Qt bisa lampaui kemajuan China",2022-08-28T16:15:06Z,Positif,qt sindir kritik tpi klo bikin produksi yg macam hp qt mundur udah mah ijin produksi jg blm keluarayo tiru bikin kw kreatif yg lebih bagus spy qt bisa lampau maju china
YouTube,Bongkar kameranya,2022-08-28T16:10:28Z,Netral,bongkar kamera
YouTube,Saya beli. Dan gak kepake 😭😭😭😭hancur sudahhhhhh,2022-08-28T16:07:11Z,Netral,beli gak kepake hancur sudahhhhhh
YouTube,fokus kopi nya di jamin ORIGINAL GES...🤭,2022-08-28T16:03:16Z,Netral,fokus kopi nya jamin original ges
YouTube,Intinya Harga tdk mengingkari Kualitas😂😂😂,2022-08-28T15:56:59Z,Netral,inti harga tdk ingkar kualitas
YouTube,"Perjuangan bang David buat subscriber nya wkwkw, makasih banyak bang atas info nya",2022-08-28T15:51:30Z,Netral,juang bang david buat subscriber nya wkwkw makasih banyak bang atas info nya
YouTube,"Pas bilang ""hdc aja masih ada harga dirinya"" auto ngakak",2022-08-28T15:28:47Z,Netral,pas bilang hdc aja ada harga diri auto ngakak
YouTube,"Cara pesan dari tiktok gmna,bng",2022-08-28T15:27:57Z,Netral,cara pesan tiktok gmnabng
YouTube,Mantap bang,2022-08-28T15:22:06Z,Positif,mantap bang
YouTube,"Bang review drone camera murah dong.
Semoga sukses selalu",2022-08-28T15:13:47Z,Positif,bang review drone camera murah dong moga sukses selalu
YouTube,Hp nya nyusahin😂,2022-08-28T15:13:31Z,Netral,hp nya nyusahin
YouTube,Nonton sampe lupa klo dah slsai🤣🤣seru juga bang sampe emosi jiwa...,2022-08-28T15:09:07Z,Netral,nonton sampe lupa klo dah slsai seru bang sampe emosi jiwa
YouTube,hp gini bodi mirip dan harga murah keingat hp hp china jaman dulu,2022-08-28T14:59:55Z,Positif,hp gin bodi mirip harga murah ingat hp hp china jaman dulu
YouTube,"Bang buat episode 2 nya,bongkar penasaran dalamnya kayak apa hp 5G termurah",2022-08-28T14:57:43Z,Positif,bang buat episode nyabongkar penasaran dalam kayak apa hp g murah
YouTube,"Coba di reset factory, spek aslinya baru keliatan",2022-08-28T14:56:32Z,Positif,coba reset factory spek asli baru liat
YouTube,gokilll wkwkws,2022-08-28T14:55:22Z,Netral,gokilll wkwkws
YouTube,"Jangan kan  1juta 200 ribu aja mikir"" Dulu",2022-08-28T14:55:21Z,Netral,jangan kan juta ribu aja mikir dulu
YouTube,Kira kira itu ram sama rom brapa bro aslinya??,2022-08-28T14:43:06Z,Positif,kira kira ram sama rom brapa bro asli
YouTube,"Kalau bener sesuai yg tertulis ,berarti dapat harta Karun dengan harga 1 juta",2022-08-28T14:39:04Z,Netral,kalau bener sesuai yg tulis arti harta karun harga juta
YouTube,"Ikut ketawa"" pas nonton Wkwk mood bgt bang",2022-08-28T14:08:01Z,Netral,ikut ketawa pas nonton wkwk mood bgt bang
YouTube,Murah jalok Slamet..,2022-08-28T14:06:34Z,Positif,murah jalok slamet
YouTube,Jadi pengin beli hp bagus :),2022-08-28T14:02:16Z,Positif,jadi pengin beli hp bagus
YouTube,Yang jualan di tiktok shop emang agak2,2022-08-28T13:45:21Z,Netral,jual tiktok shop emang
YouTube,"Uih ada to, dulu ada kopiko gula aren",2022-08-28T13:42:41Z,Netral,uih to dulu kopiko gula aren
YouTube,Harga sejuta itu dapet lah Xperia xz2 docomo second haha jauh lebih bikin senang ke hati,2022-08-28T13:40:11Z,Netral,harga juta dapet lah xperia xz docomo second haha jauh lebih bikin senang hati
YouTube,"Install2 ulang app di Google playstore itu ngingetin kyk jaman2 sebelum 2015 banget ya 🤣

Jaman dulu kan suka aneh klo install app di playstore sampe harus force close berkali2 sampe bener sendiri",2022-08-28T13:34:30Z,Netral,install ulang app google playstore ngingetin kyk jaman banget jaman dulu kan suka aneh klo install app playstore sampe force close kali sampe bener sendiri
YouTube,Spek hp limbah gwa klah sama nih hp ngibul wkwkwk,2022-08-28T13:30:20Z,Netral,spek hp limbah gwa klah sama nih hp ngibul wkwkwk
YouTube,"Yah,, chargernya kok dibuang, harusnya dicoba dulu.. meledak apa enggak..wkwk",2022-08-28T13:20:55Z,Netral,yah chargernya kok buang harus coba dulu ledak apa enggakwkwk
YouTube,Lebih mirip redmi 10 sih🤣,2022-08-28T13:14:37Z,Netral,lebih mirip redmi sih
YouTube,Wowoww kontennya menarik bang gadgetin,2022-08-28T13:13:46Z,Netral,wowoww konten tarik bang gadgetin
YouTube,"Jir padahal mah kasih tau aja nama tokonya. Namanya juga penipuan ini, justru lebih kasian orang yang gaptek mau beli hp murah",2022-08-28T13:12:07Z,Positif,jir padahal mah kasih tau aja nama toko nama tipu justru lebih kasi orang gaptek mau beli hp murah
YouTube,Semoga aja bisa dipake wkwkwkwk,2022-08-28T13:10:54Z,Netral,moga aja dipake wkwkwkwk
YouTube,bang cba give away hp² yg pernah dibeli buat di riview bang wkwk,2022-08-28T13:09:48Z,Netral,bang cba give away hp yg pernah beli buat riview bang wkwk
YouTube,"W beli ko.pas datang, langsung review, langsung pulangin. Uang balik LG dah.
Gara2 penjual tulis android 10.
Pas datang spesifikasi nya malah android 11.😆😂",2022-08-28T13:09:33Z,Netral,w beli kopas datang langsung review langsung pulangin uang balik lg dah gara jual tulis android pas datang spesifikasi nya malah android
YouTube,full roasting,2022-08-28T13:08:49Z,Netral,full roasting
YouTube,Itu hp yang di live tiktok bukan sih,2022-08-28T13:05:26Z,Netral,hp di live tiktok bukan sih
YouTube,Klo ga ke pake mah..buat saya aja bang.... sayang dari pada di buang,2022-08-28T13:04:10Z,Netral,klo ga pake mahbuat aja bang sayang pada buang
YouTube,Sempet nge reportin ke online shop nya. tapi gak di tanggapin karena ternyata dia emang nggak nulis Xiaomi... Mustinya ngelaporin ke xiaomi kali ya...,2022-08-28T12:48:45Z,Netral,sempet nge reportin online shop nya gak tanggapin nyata emang nulis xiaomi mustinya ngelaporin xiaomi kali
YouTube,Bongoliny,2022-08-28T12:41:11Z,Netral,bongoliny
YouTube,Rekomen  infinix sih daripada beli ini 😂,2022-08-28T12:40:47Z,Netral,rekomen infinix sih beli
YouTube,"Apaan gak kasih tau toko nya,,percuma di lihat,hanya pamer2 Doang nih Videonya",2022-08-28T12:40:15Z,Netral,apa gak kasih tau toko nyapercuma lihathanya pamer doang nih video
YouTube,Kasus nya ini gua tau kaya root Andromax gitu pake twrp,2022-08-28T12:36:34Z,Netral,kasus nya gua tau kaya root andromax gitu pake twrp
YouTube,Itu ratusan hp yang habis di review dikemanakan semua yaa?,2022-08-28T12:30:58Z,Netral,ratus hp habis review mana semua yaa
YouTube,Bang coba mainin genshin pake hp itu bang,2022-08-28T12:18:55Z,Netral,bang coba mainin genshin pake hp bang
YouTube,Dan Masih banyak orang yg beli....,2022-08-28T12:17:53Z,Netral,masih banyak orang yg beli
YouTube,sini bang tk pakainya aja hpnya...,2022-08-28T12:15:58Z,Netral,sini bang tk pakai aja hpnya
YouTube,Itu bubblewarpnya bukan bekasan tapi pas dibeli udah dipencetin duluan ama mereka,2022-08-28T12:15:55Z,Netral,bubblewarpnya bukan bekas pas beli udah dipencetin duluan ama
YouTube,Tinggal ke marketplace fb aja udah bisa dapat hp 1.6 juta spek bagus malah lebih percaya tik tok.,2022-08-28T12:12:11Z,Positif,tinggal marketplace fb aja udah dapat hp juta spek bagus malah lebih percaya tik tok
YouTube,Gassss..keunnnn murahhh,2022-08-28T12:06:03Z,Netral,gasssskeunnnn murahhh
YouTube,"Fokus kopi nya,3kali seruput langsung abis🤣,,maaf canda bang",2022-08-28T11:48:01Z,Netral,fokus kopi nyakali seruput langsung abis maaf canda bang
YouTube,"Hape ini sama ssd murah bikin eneg. kalau lagi searching barang, pasti muncul produk sampah ky gini",2022-08-28T11:48:00Z,Positif,hape sama ssd murah bikin eneg kalau searching barang muncul produk sampah ky gin
YouTube,"Bang dapid coba dong , tes IP  10 ke atas bang.. soal nya mau beli:)",2022-08-28T11:43:34Z,Netral,bang dapid coba dong tes ip atas bang soal nya mau beli
YouTube,"Buang aja ke tempat sampa bang, saya aja ngesalin liatnya, kalau sy yg pegang itu sudah tak banting.",2022-08-28T11:39:25Z,Netral,buang aja tempat sampa bang aja ngesalin liat kalau sy yg pegang sudah tak banting
YouTube,Gadget channel goblok.,2022-08-28T11:36:09Z,Netral,gadget channel goblok
YouTube,Puji Tuhan ada video ini.....🤣🤣🤣🤣 hampir beli soalnya,2022-08-28T11:32:57Z,Netral,puji tuhan video ini hampir beli soal
YouTube,Pas minum bunyinya kayak orang berak anjir,2022-08-28T11:25:17Z,Netral,pas minum bunyi kayak orang berak anjir
YouTube,Hp China wkkwkwkw,2022-08-28T11:22:10Z,Netral,hp china wkkwkwkw
YouTube,Keren unit nya,2022-08-28T11:20:41Z,Positif,keren unit nya
YouTube,Bg bagi hpny 1 bang,2022-08-28T11:18:40Z,Netral,bg hpny bang
YouTube,convert to malaysia hanya rm299 😂😂,2022-08-28T11:15:33Z,Netral,convert to malaysia rm
YouTube,Mantap,2022-08-28T11:14:14Z,Positif,mantap
YouTube,Satu juta sumbang masjid bang dapat pahala daripada kasih penipu🙃🙃🙃🙃,2022-08-28T10:47:07Z,Netral,satu juta sumbang masjid bang pahala kasih tipu
YouTube,kesini karna ada lagu kematian kwkwkwkwwkw,2022-08-28T10:43:16Z,Netral,kesini karna lagu mati kwkwkwkwwkw
YouTube,"anjay gua nonton pass sambil ngopi kapal api gula aren juga ,😅",2022-08-28T10:39:07Z,Netral,anjay gua nonton pass ngopi kapal api gula aren
YouTube,Mantap informasi nya 👍,2022-08-28T10:31:02Z,Positif,mantap informasi nya
YouTube,Spill Toko Nya,2022-08-28T10:26:43Z,Netral,spill toko nya
YouTube,Mantap tuh bg ada yg murah,2022-08-28T10:09:55Z,Positif,mantap tuh bg yg murah
YouTube,Konten lawak 🤣,2022-08-28T10:07:33Z,Netral,konten lawak
YouTube,menurut saya mending beli hp yang pasti2 aja,2022-08-28T09:55:28Z,Netral,saya mending beli hp pasti aja
YouTube,10 core ga tu njir😅😅😅ngakak oper dosis gue😅😅😅,2022-08-28T09:46:19Z,Netral,core ga tu njir ngakak oper dosis gue
YouTube,Bang gimana caranya biar channel rame?,2022-08-28T09:25:05Z,Netral,bang gimana cara biar channel rame
YouTube,Install Genshin impact coba bang,2022-08-28T09:23:12Z,Netral,install genshin impact coba bang
YouTube,"Bnyak bnget yg ngejual lgi hp kentang abal abal ini, gue ngakak terus simpah pda korban online 🤭",2022-08-28T09:11:30Z,Netral,bnyak bnget yg ngejual lgi hp kentang abal abal gue ngakak terus simpah pda korban online
YouTube,"bahaha, kocak banget HP nya",2022-08-28T09:10:52Z,Netral,bahaha kocak banget hp nya
YouTube,"Kaget saya dengar suaranya mas tiba-tiba jadi gede.
Soalny autoplay tadi dari nonton boruto.",2022-08-28T08:59:17Z,Netral,kaget dengar suara mas tibatiba jadi gede soalny autoplay tadi nonton boruto
YouTube,uang 1jt tmbah dikit dpt infinix..😁,2022-08-28T08:52:59Z,Netral,uang jt tmbah dikit dpt infinix
YouTube,Bang kalo ada yg cuci gudang gitu boongan apa beneran?,2022-08-28T08:38:43Z,Netral,bang kalo yg cuci gudang gitu boongan apa beneran
YouTube,Untung gak jadi beli terimakasih om,2022-08-28T08:19:52Z,Netral,untung gak jadi beli terimakasih om
YouTube,Bahas cctv donk,2022-08-28T08:04:42Z,Netral,bahas cctv donk
YouTube,internal 512gb ram 12gb itu udah kelasnya PC!!!!!,2022-08-28T08:02:56Z,Netral,internal gb ram gb udah kelas pc
YouTube,Speaker nya ancur,2022-08-28T07:53:18Z,Netral,speaker nya ancur
YouTube,Salfok ama kopi kapal api,2022-08-28T07:47:51Z,Netral,salfok ama kopi kapal api
YouTube,Mending murahan tp Ori drpd murah tp kw,2022-08-28T07:40:35Z,Positif,mending murah tp ori drpd murah tp kw
YouTube,Udah saya tunggu2 bang sejak puasa,2022-08-28T07:32:43Z,Positif,udah tunggu bang sejak puasa
YouTube,Kalo mau hp murah mending yg refurbish deh masih ada kemungkinan kalo dapet yg bagus. Kalo ga ya mending nambah 500rb dah dapet xiaomi asli yg terjamin bagus,2022-08-28T07:28:12Z,Positif,kalo mau hp murah mending yg refurbish deh ada mungkin kalo dapet yg bagus kalo ga mending nambah rb dah dapet xiaomi asli yg jamin bagus
YouTube,adakah yt pemula,2022-08-28T07:23:14Z,Netral,ada yt mula
YouTube,"Ram 12 ?
Jadi ke inget flashdisk sandisk gua yang 2gb dulu. Di inject jadi 8gb 😂 hape smartfren rom kecil di besarin 😂",2022-08-28T07:14:22Z,Netral,ram jadi inget flashdisk sandisk gua gb dulu inject jadi gb hape smartfren rom kecil besarin
YouTube,Lebih baik cari hp bekas masih berkualitas harga juga variatif dari pada beli kw tapi nyusahin,2022-08-28T07:10:24Z,Netral,lebih baik cari hp bekas kualitas harga variatif pada beli kw nyusahin
YouTube,keren,2022-08-28T07:02:26Z,Positif,keren
YouTube,Kak reviewnya oke bgt. Salam hormat ya kak,2022-08-28T06:59:51Z,Netral,kak reviewnya oke bgt salam hormat kak
YouTube,Gue beli HP tgu lihat2 video abg ni dlu.. Kita cocok kn dengan bajet yg di punya.. Alhamdulillah akhir nya gue dpt HP yg sesuai... Semoga mkin jaya chanel ny bg,2022-08-28T06:53:30Z,Netral,gue beli hp tgu lihat video abg ni dlu cocok kn bajet yg punya alhamdulillah akhir nya gue dpt hp yg sesuai moga mkin jaya chanel ny bg
